id,source,text,tip,sentiment,sarcasm
640,youtube,"opet isti glumci kao u ostalim serijama, stalno isti likovi...",zabava,-1,1
1261,youtube,Koja je ovo likusa plava,muzika,0,0
720,youtube,Devito i Bajaga pre GTA 6,muzika,1,1
1550,youtube,VECA SAN JA BUDALA STO OVE GLUPOSTI UOPCE GLEDAM,zabava,-1,1
1092,youtube,Daleko ispred svih ovdje repera mlađe generacije.,muzika,1,0
972,youtube,Ovoj budaletini treba zakonom zabraniti nastupe,muzika,0,0
1090,youtube,koja bruka od pesme i spota,muzika,1,1
1622,youtube,Нисам никад брже ушао у видео,zabava,1,1
1266,youtube,krenule ljute suze,muzika,0,1
586,youtube,dzabe ti voditelju molis,zabava,-1,0
700,youtube,Rozi Porsche je grijeh protiv čovječnosti,muzika,-1,1
1066,youtube,nedostaje mi ovo,muzika,1,0
746,youtube,"Ne mozes ti s njima nikada, jer nisi kulturan. U koliko si im samo meceva javno mater psovao pa mislis da im to niko nikad nije preveo. Dzaba ti slava i uspjeh kad si primitivac.",sport,-1,1
1316,youtube,Gle čuda komentari nisu isključeni.,zabava,0,1
937,youtube,Nisam hejter moderne muzike cesto sebi pustim nesto al ovo je bas lose,muzika,-1,0
1750,youtube,"nije ni izasla pesma, izbacila sve iz trendinga",muzika,1,1
52,youtube,"Kakvi su ovi beogradjani,muvaju ribu sto godina,umjesto pet minuta",filmovi,-1,1
480,youtube,Da li neko zna koji je put na kome voze dva BMW-a na početku?,filmovi,0,0
288,youtube,Kakav film.gledao sam ga ne znam koliko puta. I uvek emocije su jake. bravo svima.,filmovi,1,0
1491,youtube,Malo je falilo da izginem na ibarskoj uz ovu pesmu.Sreća osta živ!,muzika,0,1
733,youtube,"Ali glupi navijači,su provociranjem sigurno ga naljutili i zbog njih ih je osvojio....to što ga mrze neki ljudi izvlače 110 posto, i tako su mu pomogli!!!",sport,1,1
1379,youtube,Predivne vesti za mentalno zaostale,muzika,-1,1
350,youtube,Delča je zaista bio genije. Kao i Olivera Marković.,filmovi,1,0
42,youtube,Ovaj film ja tako los da je dobar.,filmovi,-1,1
1900,tiktok,Bas licite,zabava,0,0
943,youtube,Zalosti boze dragi,muzika,-1,0
1698,youtube,"jel tata ponosan i na ovaj spot? bravo duso tatina, u sledecem budi gola",muzika,-1,1
1911,tiktok,zanimljivo.,zabava,0,0
1428,youtube,Било је неког оптимизма те далеке 2001. године!,filmovi,1,1
1953,tiktok,Porodicee romea i julije:,zabava,0,1
1980,tiktok,"Nisam ovo ocekivala, ali okej",zabava,0,1
1306,youtube,Politika ga je zeznula nacisto,zabava,-1,0
1057,youtube,Ova pesma je obiležila moj 18.-ti rođendan,muzika,0,0
1443,youtube,Jel moguće da je 15 godina prošlo od kad smo sa đevojkama i društvom trčali u kino da gledamo ovo,filmovi,0,0
1431,youtube,Ovo moze da bude zanimljivo samo klincima 15-16 godina,filmovi,-1,1
1132,youtube,Kod njega je raspon između vrhunskog i očajnog baš nenormalan,muzika,0,0
1367,youtube,Odlična pjesma. Slusam je x puta. Srediti ću da mi mobitel zvoni na tu pjesmu.,muzika,1,0
1102,youtube,kad se zavrsi je najbolja po meni,muzika,-1,1
964,youtube,"Ovo je grozno ,I to naša djeca gledaju..pomozi boze",muzika,-1,0
1313,youtube,Kakav drogoš!Bože sačuvaj!,zabava,-1,0
968,youtube,Pesme jesu ludilo kao i on al to je zivot Srbije,muzika,-1,0
390,youtube,ovo je najboji film,filmovi,0,0
917,youtube,Dokle smo dosli kad mora prevod da se stavlja za domace pesme,muzika,-1,1
457,youtube,"Ne mogu tu seka persa ekipicu da shvatim i gledam ozbiljno kao neke ""opasne"" likove. Previse mi je smesno ovo. :D",filmovi,-1,1
1518,youtube,danas brat sutra noz u vrat,zabava,-1,1
289,youtube,Ova Tijana stvarno nervira...,filmovi,-1,0
1939,tiktok,zbogom smrtnici,zabava,0,1
1462,youtube,Hvala sto si mi dao novi budilnik taman sam trazio koji cu,muzika,1,1
105,youtube,Svaku repliku znam napamet. Posljednji film o sretnom i bezbrižnim vremenu..,filmovi,1,0
598,youtube,Ha ha zaljubio se u striptizetu u Rumenci ...,zabava,-1,1
368,youtube,Ja sam odusevljena,filmovi,1,0
458,youtube,Ovo ce da ide viral van Srbije,filmovi,1,0
666,youtube,"meni se ni jedna pjesma ne sviđa, sorry",muzika,-1,0
1717,youtube,Ovo dušu dalo za klub sa dobrim bassom,muzika,1,0
1178,youtube,Kakve droge ovaj ubacuje u pesme????,muzika,0,1
1804,twitter,"Srecno orlovi uz vas su nasi HULIGANI na celu sa sinom Danilom i njegovim obezbedjenjem KOBRI. Sad neka gleda cela Srbija, kad moze sin danilo moze svako dete a da ne bude kaznjeno, ZNAS TI KO SAM JA, a onda neka tata kaze PA STA. [URL]",sport,-1,1
41,youtube,Kakav film pogledao 100 puta..bravo susjedi,filmovi,1,0
1713,youtube,Jel' samo meni bolja najava spota od samoga spota?,muzika,-1,0
767,youtube,Nijedan Srbin na terenu.,sport,-1,1
1626,youtube,Video na nivou punjenih paprika.,zabava,-1,1
1822,twitter,Da bi položili ispit moraju da donesu uplatnicu kojа dokazujе da su kupili knjige.Nije znanje jedini dokaz da si učio.,fakultet,-1,1
1321,youtube,Ja nevidim nista smesno ovde ovi prsli ili naduvani sto posto.,zabava,-1,0
791,youtube,Skupli smo stari raspali valjak,sport,-1,1
635,youtube,"Treba posetite doktora,ako vec nije kasno",zabava,-1,1
1650,youtube,Neko nema sta da jede a neko baca pare,zabava,-1,1
1634,youtube,Kao dzak da je obukao,zabava,-1,1
352,youtube,Katarinin monolog je nesto genijalno.,filmovi,1,0
277,youtube,45:07 Bogdan Diklić ko Dejvid Geta,filmovi,0,1
245,youtube,"Gledam turske krimi serije.. . Tek sad vidim koliko je nasa gluma ""losa""...",filmovi,-1,0
1047,youtube,"Nigde dosad gluplji tekst,",muzika,-1,0
464,youtube,Promocija kriminala brzog i kratkog zivota.,filmovi,-1,0
623,youtube,Andrija odglumio Andjelku za Oskara,zabava,1,0
1183,youtube,Najjaci je izgleda kao neki robot,muzika,0,1
370,youtube,Prekrasan film Podsjeća me na priče mog pokojnog supruga o njegovim gimnazijskim danima Hvala!,filmovi,1,0
719,youtube,Moj prijatelj invalid je usto iz kolica samo da ugasi ovu glupost,muzika,-1,1
558,youtube,"Moje detinjstvo, srednja škola i faks u jednom videu - ŠTOGOD",zabava,1,0
585,youtube,"nije smesno uopce, kao agresivac trebalo bi nekom biti smesno? . zalosno sto ljude stave na youtube",zabava,-1,0
985,youtube,Smece kao i svako drugo sto se ne razume.,muzika,-1,0
1830,twitter,"Посао марионетске власти Србије је да све срозава, да чини расипничке и губиташке потезе, да шири резигнацију и безнађе.",politika,-1,1
101,youtube,"al bukvalno cijeli film mi je bio osmjeh na licu,po ko zna koji put ga gledam",filmovi,1,0
1215,youtube,I vi meni ocete reći da je to popularno,muzika,-1,1
825,youtube,Zvezda opet lagano šampion,sport,1,0
691,youtube,Kakve gluposti.,muzika,-1,0
834,youtube,"Sta ima Partizan sto Zvezda nikad nece imati, pa komšiju svetskog prvaka",sport,1,1
5,youtube,Mozeli mrtav ladan sivi kamioni crvene boje,filmovi,0,0
960,youtube,Mrs zbog vašeg otpada koji se proizvodi ne mogu da nađem staru pesmu,muzika,-1,0
1326,youtube,"Ovo je majmunisanje ,narkomani i psihopate ...emisija za bolesne ...odvratno ...",zabava,-1,0
916,youtube,"Ljudi danas jedva sklapaju kraj sa krajem,nemastina,glad,siromastvo,bolesti a oni pevaju o Aventadoru...zato i propadamo kao nacija i drustvo.",muzika,-1,1
1441,youtube,Generacijski film,filmovi,1,0
901,youtube,"Kakoo ovoo kidaa, stalno je vrtim na replayuuu",muzika,1,0
327,youtube,Anđela..zbog tebe sam zavolio ovu seriju.,filmovi,1,0
2,youtube,8:57 spominju kikindu,filmovi,0,0
578,youtube,Dimcina ko na derbiju,zabava,0,1
922,youtube,"Imam samo jedno pitanje, zašto baš pola 6?",muzika,0,1
250,youtube,"Biće biće, jako napeto! Osećam!",filmovi,0,0
1195,youtube,niko nije mogao da predvidi ovaj legendarni duo,muzika,1,1
818,youtube,Hahahaha kakva je prevara ovaj Arnautovic od igraca...Noga u vazduhu a on ponisti penal.CIRKUS DRZAVA A TAKVA JE I LIGA,sport,-1,1
1688,youtube,Ova pjesma je izlazila na moj rodjendan,muzika,0,0
1784,twitter,"U pravu je, da sačuvaš prirodu ostaviš kola i autobuse u dolini i žičarom na vidikovac.",politika,1,1
1440,youtube,"Film nastao u vreme ogromnog optimizma posle pada Milosevica, ideje i kreativnost nikad veca... Legendarni i uvek me vraca na dobro zezanje i pocetak srednje skole",filmovi,1,0
1679,youtube,Pesma je odlicnaa pusti ove hejtere prelepa je pesma znam je napamet,muzika,1,0
1158,youtube,Pesma je odlicna da se slusa u kući sva sreća pa sam beskućnik,muzika,-1,1
549,youtube,Legende najvece,zabava,1,0
1153,youtube,Ovo mi zvuči kao jedna Ruska pesma ne sećam se imena.,muzika,0,0
1955,tiktok,prevruće im je da idu od vrata do vrata pa su prešli na dm-ove,zabava,0,1
803,youtube,"""treba da je sve cisto"" , ovi komentatori nemaju pojima, covek usao u prostor - telom i zagazio liniju... nista tu nije cisto",sport,-1,1
621,youtube,Sta nije uredu sa mnom zasto mi nije smesno,zabava,-1,1
1091,youtube,Od ovog se moze umrijeti koliko je dobro,muzika,1,1
1227,youtube,Doktorski urađeno,muzika,1,0
655,youtube,A u stvari se samo treba napiti pa sesti na bicikl,muzika,1,1
1031,youtube,Kako se ovo nekome moze svigjat,muzika,-1,1
291,youtube,"Ja mislim da samo mi Srbi smo ti koji bi radije ostali u svom domu dok padaju bombe, nego trcali u sklonište! Ja sam imala 10 godina kad je ovo bilo, i mene je mama vodila u sklonište, ali ovo kad gledam, i ovu hrabrost, ovaj INAT SRPSKI, dodje mi da zaplačem! Nista jace od INATA!",filmovi,1,0
1891,twitter,"Nekome je dozvoljeno da radi i pomogne privredi, nekome nije zbog korupcije u opstinama... iz iskustva.",politika,-1,1
1425,youtube,Seksisticki filmovi koji ponizavajuce predstavlja mlade zene kao vrstu seksualnog objekta,filmovi,-1,1
879,youtube,Jel cita neko ovo dole zeleno u videu sto ide?....,zabava,0,0
1017,youtube,Ko bi reko da prošlo samo 2 godine a meni se zivot totalno promenio..,muzika,0,0
556,youtube,Aooo e ovo je video braco,zabava,1,0
1464,youtube,Ovaj dečko ne ume da napravi lošu pesmu,muzika,1,1
1304,youtube,Kakav gnev na jednom mestu...,zabava,-1,0
319,youtube,"Ala je otpevao na kraju, svaka cast, nije laka pesma..",filmovi,1,0
312,youtube,Obozavala sam ovu seriju Jel moguce da je ovoliko proslo godina????,filmovi,0,0
981,youtube,Moj drug voli da sluša ovu pesmu,muzika,0,0
102,youtube,"Da li mogu da vam pomognem da na film prikačimo i prevod? Predajem srpski, i nikako da nađem pravi način da i nematernji govornici/učenici srpskog mogu da gledaju. @inwires",filmovi,0,0
154,youtube,"Sjajni glumci,sjajna serija,bravo....",filmovi,1,1
1331,youtube,Zakucali ekser cao,zabava,0,1
1200,youtube,Jezivo glupa stvar,muzika,-1,0
1506,youtube,Danas 10 godina od ove legendarne pesme vreme bas leti pogotovo za ove najbolje pesme,zabava,1,1
365,youtube,"A onda je došao ,karadjordje,pašić,ranković,djilas,tito...Posle nikako da se oslobodimo komunista ,pa eto pokojnog Slobe, NVO ,domačih špijuna i naravno,pink,koji su nas odvojili od, tradicije ,istorije ,vrednosti,morala,kulture i lepote življenja.Film za 10.",filmovi,1,1
1354,youtube,Ekstra ekstra vi ste najači iskreno,muzika,1,0
1101,youtube,Napokon nešto što može onako porodično da se sluša,muzika,-1,1
1035,youtube,"Pjesma sasvim ok, svaka generacija ima svoju muziku i odjecu pa tako i ova!! Samo se zezajte djeco, idemoo",muzika,1,0
419,youtube,"I nama su pricali da neke stvari moramo znati, pa sada vise ne moramo znati. Dapace",filmovi,-1,1
127,youtube,Serija je vrh umirujuca je,filmovi,1,0
59,youtube,"Dobro su ovom Ganguli nasli ulogu u filmu, takav je i u stvarnosti, kriminalac i siledzija :-)",filmovi,-1,1
1125,youtube,Pesma napravljena za 5min u studiju lepo lepo,muzika,-1,1
38,youtube,A račun za sveće na početku? Zato treba istrebiti sve parazite,filmovi,0,0
1768,twitter,Niko normalan u ovo neće poverovati. Dosta je bilo laži.,politika,-1,0
1501,youtube,"Ово је само ненадмашиво, али и други део је развалио, много боље него што сам очекивао.",zabava,1,0
380,youtube,"Nekada se pjevala serenade, a sada sere nada",filmovi,-1,1
1786,twitter,Građevinski inženjer dame i gospodo...,politika,-1,1
1393,youtube,Najbolji deo pesme je temu reklama,muzika,-1,1
303,youtube,"Najbolja serija snimljena u tom periodu, a slobodno može ući u top 15 posle 2000-tih",filmovi,1,0
687,youtube,Samo opusteno i prezgodne ste,muzika,1,0
1434,youtube,"Vratio se iz inostranstva nakon više godina, u nepoznato. I pogledam ovaj film. Ima nade, pomislih.",filmovi,1,1
839,youtube,"Ko ovo proziveo nije, nikad nije studirao",fakultet,1,1
786,youtube,Партизан је најлошији и најмањи буџет задњих 15 год.а друга страна обрнуто.то је лоше за наш фудбал и лигу.пад наше лиге на уефа рангу је неминован.,sport,-1,0
1375,youtube,Brat nas pripremio za ljeto,muzika,1,1
1005,youtube,"Neka nam je bog na pomoći,ako nam uopšte može i on pomoć,otišlo sve u pm.",muzika,-1,0
427,youtube,ja gledam ovaj film svaki dan i nikad mi nije dosadno,filmovi,-1,0
1470,youtube,kad mi treba reset posto sam dijete iz ranih osamdesetih pustim sebi ovu pjesmu i vratim se u 1998 i par godina okolo,muzika,1,0
891,youtube,ovo nema m od muzike,muzika,-1,0
1915,tiktok,mogu da zamislim ljude koji te gledaju dok snimas to hahahah,zabava,0,0
1613,youtube,"Ју, свака случајност са тренутним догађајима је случајна ..",zabava,0,1
632,youtube,Na kojoj lokaciji se nalazi vila Milena?,zabava,0,0
1341,youtube,Sta je bratu sa facom ukocenom jel se oporavlja od burne noci?,muzika,-1,1
1619,youtube,Da nema naslova tacno bih mislio da se radi o trenutnoj situaciji u jednoj zemlji.,politika,0,1
1648,youtube,Konacno si poceo da snimaš,zabava,0,1
1498,youtube,11 godina od ove legendarne pesme,zabava,1,0
1070,youtube,Svaka pesma drugačiji glas,muzika,0,1
25,youtube,"Kultni film, oslikava jedno srecno vreme, i Beograd, kad je bio Beograd, ulice, ljudi, spika, nostalgija. Danas, Evropa, pakistanci, kinezi. A film, sta reći, svaka rečenica je kultna i oslikava neko drugacije vreme i mesto.",filmovi,1,0
223,youtube,Hrvati su najstariji narod,filmovi,0,1
514,youtube,Kakvi debili u najpozitivnijem smislu....znas ono kad ti neko opsuje majku a ne misli na bas pravu mamu tvoju :))),zabava,1,1
653,youtube,Djordje je bio srpski Eminem,muzika,1,1
1278,youtube,Nikad nisam slavio rodjendan.,muzika,0,0
93,youtube,Poslednja prava komedija snimljena kod nas. Odličan film.,filmovi,1,0
741,youtube,Bolji sam covjek nakon sat vremena gledanja ove velicine od covjeka,sport,1,1
442,youtube,"joj ovog bikovica,ko lutka je",filmovi,1,0
848,youtube,Parodija je postala stvarnost,filmovi,-1,1
1605,youtube,Како можеш да назовеш златно доба немачке њеним најмрачнијим тренутком?,zabava,-1,1
58,youtube,"26:37 “ne znam, ja ne volim američke filmove”…reče Marija-10 godina kasnije udaje se za holivudskog producenta (američkih filmova).",filmovi,-1,0
1141,youtube,Koj minut je tuca,muzika,0,0
1467,youtube,Ova pesma ima samo 6 godina a kao da ima 30 jer sve se brzo menja ili je svega previse.,muzika,0,0
967,youtube,Sad smo ja i drugarica presle level na roblox-u koristeci ritam XD,muzika,0,1
1511,youtube,"Sjetila sam se ove pjesme nakon mnogo godina i kad sma vidila da je izalsa prije 9 godina malo je reci da sam se sokirala , vrijeme pre brzo prolazi",zabava,0,0
1322,youtube,Pozdrav s mog kanala,zabava,0,0
959,youtube,Zašto izgleda ai,muzika,-1,1
1127,youtube,"Zašto je odjednom upropastila pravac kojim je krenula u poslednjih par izdanja, znači doslovno duboka jama bez povratka...!? Niko nije želeo ovu pesmu.",muzika,-1,0
947,youtube,Msm da je spot prvi u trendu a ne pesma,muzika,0,1
1424,youtube,Legenda zlatno doba Srpske filmografije,filmovi,1,0
1496,youtube,Koliko sam ovaj video pogledala nije zdravo,zabava,1,1
199,youtube,Serija koju gledam više puta,filmovi,1,0
1513,youtube,nekad jednostavno treba da prođu godine da bi razumeo poruku pesme...,zabava,0,1
677,youtube,Ajde uozbilji se vise,muzika,-1,1
1674,youtube,Ovo je mucenje za moje usi,muzika,-1,1
885,youtube,Kako ima 66mil pregleda ja nikad nisam za ovu pesmu čuo,muzika,0,0
508,youtube,Srbija ostala u 90tima jos brije na zemunce... Hahahaha joj kakav narod... A 90 posto za kikiriki nema,filmovi,-1,1
1756,twitter,"Svako istraživanje treba posmatrati kroz metodologiju, a ne predstavljati ga kao apsolutnu istinu!",politika,0,0
510,youtube,Ludilo u najavi,filmovi,0,0
505,youtube,"Ajmo sad svi lepo u kriminal, vidite kako je super. Koja je sira poenta filma osim pumpanja klinaca da krenu tim putem?",filmovi,-1,1
507,youtube,Film je jedna katastrofa u odnosu na prvi dio,filmovi,-1,0
795,youtube,"Sudija je realno trebao skloniti Kostića sa linije prije nego što je dopustio izvođenje penala, jer je ovaj već bio na liniji prije nego što je dopušteno izvođenje",sport,0,0
1597,youtube,jel ima majice za naruciti,zabava,0,0
395,youtube,"jedan od nasih najboljih filmova, svaka cast!",filmovi,1,0
1546,youtube,Obozavam ovog coveka po ko zna koji put gledam ovo...,zabava,1,0
1294,youtube,Predivan scenario rezija podjela uloga...,filmovi,1,0
849,youtube,Ministar za rock and roll,muzika,1,1
286,youtube,Jedan od posljednjih filmova koje je iznjedrila Jugoslovenska kinematografija. Najbolji vrhunski glumci.,filmovi,1,0
731,youtube,Ljudi od kojih možeš čuti pametne riječi.,sport,1,0
283,youtube,"Sećam se da sam te godine gledao dodelu nekakvih filmskih nagrada, i da su sve odneli Anđeli i Crni bombarder. Da, nije bilo nikakvo čudo da se dodeljuju filmske nagrade i da u jednoj godini imamo takva dva ostvarenja. Sad jedva da pravimo bilo šta vredno pažnje...",filmovi,-1,0
1283,youtube,Sve kao lagano ...Na kraju moraš da zaplačeš,filmovi,1,1
244,youtube,"Dva Holivudska glumca doveli,svaka im cast. Dejvid Boldvil je onaj bez naocara",filmovi,0,1
903,youtube,Tekst vec znam napamet,muzika,1,0
1050,youtube,Koji cringe majko mila,muzika,-1,0
1503,youtube,"taman da se spremim za spavanje, ova pesma mi slucajno krene u glavi",zabava,0,0
1190,youtube,Sjetio se objavit,muzika,0,1
237,youtube,Topina jedva cekam da gledam u subotu,filmovi,1,0
639,youtube,LIMUNADA OD SERIJE,zabava,-1,1
1759,twitter,"Naslov zvuči senzacionalistički! Bilo bi korisno objaviti i uzorak, način anketiranja i marginu greške!",politika,0,1
1054,youtube,Nitko ne objašnjava poruku pjesme,muzika,0,0
1,youtube,"Zasto je na ovoj utakmici Solskjaer igrao levog beka, to je pravo pitanje...",filmovi,0,1
1160,youtube,Odrekni se muzicke karijere,muzika,-1,0
1191,youtube,jadna naša planeta šta će posle biti samo...,muzika,-1,1
1798,twitter,"Navijamo za Srpsku, navijamo za borce, samo napred !",sport,1,0
1888,twitter,Само немојте ви ништа боље да смишљате. Ово фалсификовање и обмањивање вам одлично иде. Ту сте прави мастери.,politika,-1,1
1975,tiktok,Razlog zasto volim internet,zabava,1,1
1398,youtube,Zašto deca mogu da gledaju ovaj spot?,muzika,-1,1
926,youtube,"Sve jedno isto... Prelepa,prezgodna ,vrhunski glas a sta peva...",muzika,-1,1
1835,twitter,Bravo stvarno ste opet uspeli da ubedite narod da zivi bolje nego ikad,politika,-1,1
725,youtube,Sta kroz ovo propagira.,muzika,0,0
1063,youtube,"Ja ne gotivim ni malo ovu muziku, ali ova pesma šuriiii",muzika,0,0
1173,youtube,ugasi se molim te jad i bijeda,muzika,-1,0
340,youtube,2024g gledam i sećam se,filmovi,0,0
594,youtube,Kojiii kraljeviiii,zabava,1,0
19,youtube,Do 2026 godine million pregleda u najavi,filmovi,1,0
772,youtube,"Nigde Srbina, sve stranci.",sport,-1,0
599,youtube,To uopste nije kuriuzitetno kako se cini..,zabava,-1,1
142,youtube,"Ja sam vata iz Acinog srca. Predivna je serija. VOLIM da je gledam. Kad sve odgledam, gledam iznova i iznova.",filmovi,1,0
899,youtube,Ne mogu pjesme biti ozbiljnije kad je prosjek godina njene publike 19 godina,muzika,-1,1
1391,youtube,Fuuuuj jako sramotno zbog dece jakoooo sram vas bilo..trebate biti uzor nekome,muzika,-1,0
310,youtube,Nisam znao da glumi Nikola Kojo,filmovi,0,0
396,youtube,"Prelepo, Priča vremena prošlog, Nekada priče iskrene ljubavi behu u, Osmehu, pogledu, dodiru i migu očiju, Beše nekad.......",filmovi,1,0
75,youtube,Najjaci film svih vremena,filmovi,1,0
1683,youtube,Prava pesma za letnji vibe,muzika,1,0
641,youtube,Treba nam vise ovakvih pesama,muzika,1,0
605,youtube,STA BI VUCIC REKO ZA OVO,zabava,0,1
838,youtube,boli me žuč koliko je istinito,zabava,1,1
1282,youtube,Divan Film .gde da nadjem ovakvu Devojku da mi Cita knjigu .,filmovi,1,0
1699,youtube,Niti mi se dopada niti ne.,muzika,0,0
1374,youtube,Ide hit za hitom i ja se pitam dokle,muzika,1,1
1766,twitter,"Svaki put kad opozicija pukne na terenu, N1 izvuče neko sumnjivo 'istraživanje' da ih malo uteši. Smešna i jeftina propaganda!",politika,-1,1
1993,instagram,Ne verujem nijednom njihovom obećanju.,politika,-1,0
1229,youtube,Svako danas i pjevač i reper…,muzika,-1,1
1695,youtube,Zasluzan ChatGPT za pesmu,muzika,-1,1
723,youtube,Ovo je i baba Vanga promašila,muzika,0,1
1824,twitter,"Откуд идеја да је неопходно завршити факултет, да би човек био срећан",fakultet,1,1
1850,twitter,Svaka cast uspeli ste da posvadjate i one koji se slazu,politika,-1,1
309,youtube,"Bravo kao da je juče bilo, prođe 14 godina..",filmovi,1,0
162,youtube,Predivna serija!,filmovi,1,0
314,youtube,"Odlicna serija super glumci ,posebno Kojo meni omiljeni glumac...",filmovi,1,1
1207,youtube,"Stvorena je savršena generacija pumpadžija!!! Sa ovakom debilanom, daj Bože da ostane nekoliko normalnih za pod šljivu!!!",muzika,-1,1
835,youtube,Ono kad umesto da ucim za ispit ja gledam dnevnjak o tome kako se sprema ispit...,zabava,1,1
647,youtube,"Ovakvo nesto imati u glavi i staviti na papir i u pjesmu, da ti se dive miljuni! Pa kako? Koji je to mozak bio, skidam kapu",muzika,1,0
67,youtube,Cile ponudio prvi cashout u istoriji.,filmovi,0,0
851,youtube,Dobro je,filmovi,1,0
1059,youtube,"Pjesme odlične,samo što je ona malo priglupa,jbg",muzika,0,0
935,youtube,Po prvi put da joj valja pjesma,muzika,0,1
1942,tiktok,mislim da u vasoj kuci dete ne moze da spava od vas koliko pricate hahahah,zabava,0,1
569,youtube,10 godina proslo,zabava,0,0
1811,twitter,Srbija je uz vas!,sport,1,0
1048,youtube,Preglupo kakva generacija muzike hahaha bitno da je spot bomba a tekst i instrumental katastrofa...dno,muzika,-1,1
572,youtube,"""Pecurke po sumi koja je u vlasnistvu prijatelja iz Sremske Mitrovice"" PA OVI SU PREDVIDELI JOVANJICU",zabava,1,1
1430,youtube,"Možete li, molim vas, dodati titlove?",filmovi,0,0
403,youtube,Da su nas ovako slali u cosak mozda nam danas nebi bilo coskasto,filmovi,1,1
1235,youtube,Ovaj lik nema opciju otvaranja usta dok govori,muzika,0,1
1244,youtube,"Dobro recitovanje, odlican 5",muzika,-1,1
1198,youtube,Mislim da je dosta muzike za danas...,muzika,-1,1
157,youtube,Divna serija. Glumci genijalni.,filmovi,1,0
1800,twitter,"Naravno ali ovaj lik je car,pozdrzavamo",sport,1,0
1946,tiktok,E kad se ova udala ima nade i za mene,zabava,-1,1
811,youtube,"Kakva parodija, farmerska liga hahahha na sta se ljudi loze dok se zivoti i svet raspada",sport,-1,1
57,youtube,8:47 Gde si Ljubice cobanicee..Daj svima pice! pa onda ENTER!,filmovi,0,0
865,youtube,Vojvodina se ocepila od Kosova?!,zabava,0,1
781,youtube,Radim u jednoj kladionici i bile su braćo milionske uplate na partizan...mnogo više nego na zvezdu ili poene...inače sam grobar...,sport,0,0
1259,youtube,Debilizam nista gore nisam cuo u zivotu,muzika,-1,0
1314,youtube,Kako brata vozi nezna dje je,zabava,0,1
710,youtube,"Momcilo, trepni na levo oko 3 puta ako si otet",muzika,0,1
1919,tiktok,kako snimate po ovoj vrucini,zabava,0,0
158,youtube,Grožđe u proleće,filmovi,0,1
335,youtube,"Jedina serija 90-ih u kojoj nema psovki,prostakluka. Žao mi je što ne odgledah tada",filmovi,1,0
518,youtube,Bilo bi super da nije voditelj toliko krindzi.,zabava,0,0
1390,youtube,..pa ...nasli su se,muzika,0,1
1274,youtube,Poslao celu balkansku scenu na spavanje,muzika,1,1
124,youtube,"Najbolja serija do sada, izuzetan tekst, kostimi, svaki i najmanji detalj filigransko snimljen, muzika cudovita , pun emocija bez grubosti, psovki i krvi. Istaknute sve pozitivne vrijednosti odgoja i drustvenog odnosa, koji su se izgubili u danasnjici bescutnosti i prostakluka. Zasto, zasto ne snimite jos serija po djelima Mir- Jam, vec gubite vrijeme na cudne filmove, a imate odlicne mlade glumce.",filmovi,1,0
1895,tiktok,Ode jedan dodju dva,zabava,0,1
1334,youtube,pesma slusljiva ko ja na wcu,muzika,-1,1
1711,youtube,Svetski zvuk!,muzika,1,0
141,youtube,A sta glumite sa mokrom kosom je li jeste oprali kosu,filmovi,0,1
1828,twitter,"Људииии остварила ми се највећа жељаааа!!!! Примљена сам на еминентни факултет у Чачку, одсјек онесвешћивање по еминентним локалима и наркоманија",fakultet,-1,1
1899,tiktok,"Ima toga dosta u danasnje vreme, to nisu drugarice",zabava,-1,0
587,youtube,“Da me ostave u pustinju bez ruku ja bih pivo o bršljen otvorio!”,zabava,1,1
1463,youtube,Majstore puno volim ovu pesmu,muzika,1,0
1738,youtube,Mene ubija Nostalgija!!! Kao da znam Pesmu ceo Život,muzika,1,1
1205,youtube,"Bolesnici, i dan danas postoje ljudi koji slusaju ovaj ocaj, strasno.",muzika,-1,0
85,youtube,"Koliko je ovaj film uticao na mlade u to doba, bukvalno su svi znali fore iz filma i rado ih koristili u svakodnevnom životu. Kultno remek delo....",filmovi,1,0
961,youtube,Seljacka alternativa,muzika,-1,0
1706,youtube,Svaka cast sestrooo,muzika,1,0
1896,tiktok,"Zato brakovi traju 2 godine jer se slusaju mediji i drugarice, a ne razum",zabava,-1,1
167,youtube,Neznam gde pobeci. Od vas na broju,filmovi,-1,1
1081,youtube,Sta si trazio to si dobio,muzika,0,1
1497,youtube,Legenda kaže da Marek i dalje igra,zabava,0,1
434,youtube,"Slučajno se pustio na YouTubeu ovaj film, odgledao sam ga od početka do kraja. Fantastičan film, humor je na nivou, podsetio sam se i školskih dana.",filmovi,1,0
31,youtube,Šapić nije ni izašao iz uloge,filmovi,0,0
1299,youtube,Ova glumica ima lep izgled ali toliko ruzan glas .,filmovi,0,0
263,youtube,Hoce li biti serija ili film?,filmovi,0,0
450,youtube,*Najgori film u poslednjih 100 godina*,filmovi,-1,0
1716,youtube,"Pesma zarazna,spot fenomenalan,koreografija vrhunska. Ceo paket top",muzika,1,0
73,youtube,"Legende su svi, samo što se nisam uposkio od smjeha",filmovi,1,0
1250,youtube,"A kontam da se lik zeza al' u nekim pesmama se zapravo nasmejem i ima smisla, ova je bukvlano test koliko ljudi mogu da podnesu šunda...",muzika,0,1
1351,youtube,Samo da se brace ne predoziraju od bijelog,muzika,0,1
